Sintering Temperature (°C),Heating Rate (°C/min),Holding Time (min),Cooling Rate (°C/min),Relative Density (%),Micro Hardness (Hv),Nano Hardness (GPa),Modulus of Elasticity (GPa),Stiffness (mN/nm),Plasticity Index,is_real
1000,100,25,100,100.0,516.4843215394225,9.67340227369859,361.1063883211233,2.649345931779229,0.008,0
950,120,10,100,98.88410552493374,523.7375493737227,9.378553446768747,344.40858756219217,2.725485744273355,0.04,0
950,120,10,80,98.72156575254706,564.1023552996129,9.493059070787188,348.2455557034741,2.5888439481613648,0.04,0
800,80,20,120,99.67367692954367,536.9508398760489,9.400447337897656,352.83664040944797,2.6884221498001035,0.04,0
950,120,10,100,98.72031463037047,523.7686188633636,9.408899061922233,344.4245956683481,2.5546504478813876,0.02938501135839203,0
950,80,20,80,99.95312406069615,548.9212293430695,9.891484765404746,345.69924973164626,2.6976362036841723,0.008,0
1100,90,20,90,99.86399195374418,546.3122355795275,9.453515273505612,346.06781724632526,2.6455015539813083,0.04,0
850,120,25,90,99.95775163763889,560.7043050291844,9.388287300470175,356.1231137370787,2.718335844296345,0.008,0
1050,110,10,100,99.34992444259304,545.1608612315364,9.387189049899934,345.0970166500527,2.592068466355597,0.008,0
1150,110,30,90,100.0,553.036747179173,9.847293622591039,355.7800062027092,2.834759998015434,0.04,0
800,120,25,90,99.87955821874586,547.444223516757,9.641401260459675,353.9454905389824,2.660851411482059,0.008,0
800,110,30,120,99.92185995173227,520.6611335854186,9.43837437297136,349.10034783616067,2.8819335967557542,0.008,0
900,120,30,120,100.0,558.7387949374154,9.530738008724676,366.16949188403146,2.6669258453712676,0.02396427707553682,0
1100,120,25,110,99.9907614728688,546.3360976906298,9.653458263792762,350.80560206224663,2.7870837016767247,0.04,0
1100,100,20,110,99.8582811429627,568.2194449270577,9.369615222993545,344.5734837085462,2.617537027426764,0.027625107759931204,0
900,80,30,110,100.0,547.0338366741801,9.6068954798516,367.2071709607193,2.7328522933693637,0.04,0
800,80,30,120,100.0,525.1792082902665,9.735443162217596,363.3604018656308,2.7641573362999323,0.008,0
1050,80,30,100,99.96542799840766,569.4042917841249,9.660673727030193,351.4554028868427,2.766334803915698,0.04,0
1000,110,30,110,99.92280566759973,554.7319357785235,10.277372035197324,356.2502664227769,2.7206784849106587,0.016470655539041215,0
1100,100,20,110,99.82814571207477,568.1821991376913,9.45109257734666,344.621654451018,2.629257870590762,0.03513101975624003,0
1050,80,15,110,99.55795354449732,551.2356835314756,9.928074578666997,346.16692632728217,2.6773127387249236,0.008,0
1200,100,20,110,99.98021399697313,551.6310676078049,9.60435889412017,354.86749387114463,2.643979672248574,0.008,0
950,90,15,90,99.44846636864605,536.7224699431869,9.664866998141436,343.9187019194162,2.644270739294088,0.008,0
1150,80,15,90,99.84678981745529,541.5467801732273,9.548858213445484,341.7755664600524,2.6333885283565253,0.03000635181851013,0
1150,80,20,110,99.86981417324257,539.2772983895968,9.543520828819887,344.589605703218,2.669968717623263,0.008,0
1100,80,30,80,99.9119865452508,574.0827832542772,9.633868091132662,352.4442962724351,2.6712522127241565,0.04,0
900,110,10,100,99.21980203490766,516.8005349583924,9.764789282862123,356.25754814607956,2.6200654992193475,0.04,0
950,90,10,120,99.4329208867508,557.5047021453395,9.943095044635474,343.8692612454221,2.5939644393759673,0.04,0
1200,80,15,120,99.93698302810539,567.1930132410515,9.358624200450238,342.6154503835689,2.758658313712485,0.008,0
1000,110,30,100,100.0,560.4829109370714,9.949606045972633,355.4197619814912,2.748995796774601,0.03641915447714611,0
1100,80,15,80,99.79907074714555,517.8688009187605,10.020168035379383,341.4535145805781,2.8427310647288335,0.008,0
1200,90,30,100,100.0,579.8731438944573,9.969455874359477,367.49667337827844,2.7128112842063796,0.008,0
900,80,30,100,100.0,565.0292214566105,9.57986023638659,362.9025881856163,2.7311948661300334,0.04,0
800,110,30,80,99.96522238236825,537.5770878728897,10.053025482359923,348.86476327627895,2.7199996714176136,0.009979294794792808,0
850,120,25,90,99.87749615464205,560.7418428524511,9.315192802555618,356.05967971595766,2.7463620041744408,0.04,0
1150,90,30,110,99.95348428379351,567.6614238745811,9.782838314744254,370.5351215407024,2.9093513422069655,0.018994122186410143,0
1100,120,25,110,100.0,546.3894724182767,9.67283562553654,350.9053218371923,2.7470108336034214,0.04,0
1000,100,15,100,99.88835526724054,535.2103257120733,9.499960925830992,353.1525140434332,2.53040280304318,0.04,0
1150,80,20,110,99.95756252441919,539.3230353886223,9.523422089084292,344.57517376208915,2.675219827752721,0.04,0
1000,100,25,100,99.93830552395302,516.4523653180063,9.699412536105998,361.04027913956116,2.6142340167384766,0.008,0
950,80,20,80,99.98777683274658,548.8938911390051,9.952249283193094,345.72674223843813,2.707092418128943,0.04,0
1150,120,30,100,100.0,532.4586524233991,9.796628587301907,354.31214080777823,2.792538554661016,0.018869207597336454,0
950,120,10,80,98.7770118748474,564.105829801897,9.570083820859256,348.27567572800103,2.5942472490443875,0.029099749309610005,0
950,80,10,110,99.14995287226384,527.2741417251143,9.911905625123403,348.84026250041023,2.7319392608152757,0.008,0
800,100,10,100,98.50403660754534,532.0033158090746,9.546881167557226,345.93302610854283,2.5019154477944068,0.008,0
1150,90,30,110,99.99051270996196,567.7984022744369,9.721703849904904,370.505670210676,2.793567759599445,0.04,0
900,120,15,80,99.236335096009,540.8279425068789,9.296755962928353,357.20908575975966,2.53140308458449,0.023676317061713942,0
1150,90,30,110,99.98322312603094,567.8187575598591,9.650776357613635,370.54252046205386,2.7998093817595198,0.008,0
850,80,25,90,99.68334388664789,528.9313408742182,9.926262093387384,357.1886024464461,2.787051736346529,0.04,0
1050,120,15,80,99.78046424550271,533.6260840964069,9.533038740322532,347.8606508498432,2.5878890521251168,0.008,0
1000,100,10,110,98.98250399091397,516.1115320941021,9.90801204282543,338.32942905130193,2.3947890520916726,0.04,0
1000,110,10,100,99.56205175568084,528.473271394956,9.641613356049787,342.86584287608866,2.461402421180944,0.04,0
1150,80,20,110,99.90188153038012,539.3045012399035,9.495207930560378,344.5097179001853,2.5886347575371493,0.04,0
800,80,20,120,99.78665364067733,536.9527082862236,9.410485739896995,352.8760532831674,2.6542720641791835,0.008,0
1050,90,30,90,99.9390259615151,571.0170352900394,10.120867342216348,356.0972726334801,2.8862861784660567,0.03946882529891686,0
1100,120,15,90,99.71688341097503,544.8335094768968,9.956169290117947,351.5111770193874,2.5902227053497064,0.04,0
800,110,30,80,100.0,537.5567630090381,10.089400563535715,348.8045209232676,2.62200638042948,0.01358838278913287,0
1150,80,20,110,99.89303843146132,539.4206838873906,9.480391773514844,344.6578464122758,2.6412711787752308,0.008,0
800,90,15,100,99.19798518879212,548.4171233735904,9.174769987502172,342.1285909272371,2.6527492448315146,0.008,0
800,110,30,120,99.9598810959664,520.5595124123622,9.347911453682805,349.1476100566212,2.8038294628273412,0.04,0
1150,90,30,100,100.0,582.9773226799924,10.077283412914207,364.9436454602713,2.8396064363432614,0.026646636203435974,0
1000,90,20,100,99.74025207946303,516.6139063991791,9.790354083033078,360.29011905647593,2.74223553006328,0.008,0
1000,110,25,100,99.93876360065583,542.3061704721441,9.980557509527278,361.9828248918527,2.491767333978291,0.01975954309199568,0
950,90,30,80,99.93889028758478,571.449363146715,10.097729322080733,350.4445627730436,2.683533402971615,0.008,0
800,90,15,100,99.31588869284903,548.4017127491038,9.212914510789721,342.06631544958344,2.716029303027988,0.04,0
1000,90,10,100,98.93017811682655,562.832362830873,9.902921844072065,341.5978035529417,2.7271513245769903,0.0196340509916233,0
800,100,10,100,98.51888876099108,532.1197530972524,9.556783370774163,345.9380222362459,2.4823405668136704,0.04,0
1200,100,30,90,99.95028475852695,589.494196975724,9.921322391190802,356.11127916937454,2.74971540284281,0.008,0
1000,100,10,90,99.52711171098969,559.8911779265962,9.489621314708387,344.85486097162584,2.446591420146853,0.008,0
1200,100,30,90,99.98967305705132,589.494396195165,9.961404712919814,356.1008595050387,2.823977381867115,0.008,0
1200,120,25,110,100.0,554.8347013200477,10.069593156591017,343.8740043917575,2.804684875318203,0.04,0
850,90,30,90,100.0,566.0309985525427,9.852286776321744,368.6503229507582,2.92,0.008,0
1200,110,25,80,99.91412223874215,546.784788276548,9.665031591230314,357.5272252172829,2.6105885932588504,0.03772241413634832,0
1200,110,10,110,99.51931899989013,531.4930335379379,10.013590752923385,344.26418487891357,2.6656195802670934,0.04,0
950,90,10,120,99.36315717032781,557.4746355427266,9.820834552550583,343.8289711762691,2.5570608365094984,0.04,0
1100,120,15,90,99.72041401766722,544.7877719921373,9.957950292482593,351.49905850003876,2.701245840819747,0.008,0
1100,110,10,90,99.47467839310357,509.12395539642233,9.627037021460325,346.96135223799286,2.648423902703423,0.008,0
1000,110,30,110,100.0,554.8690344464143,10.19337036401796,356.17429378422696,2.754651691879397,0.04,0
1150,100,25,120,99.97153936810425,563.6658831864416,9.99499648878108,357.7938792628279,2.782527341140864,0.04,0
800,80,15,90,99.18009959725056,540.132045429597,9.388879133818259,354.0513252879401,2.671538554567947,0.04,0
1150,90,15,100,99.68206336764972,550.4446769595241,10.16222396929371,362.3948719510016,2.7080550569298105,0.008,0
900,120,30,120,99.93691633954126,558.7491974728342,9.50143189468833,366.12277117088394,2.7099033989754333,0.04,0
1050,120,15,110,99.7402536714319,571.8583763625949,9.883509456037055,353.6562619127767,2.682403844223752,0.04,0
1050,110,25,90,99.99941428899889,535.5561391963996,9.954308167234743,350.76639271190004,2.8109574125886048,0.04,0
1150,80,20,110,99.91322919263456,539.3374585917572,9.463737071015005,344.5655352766152,2.669974723462375,0.008,0
1100,80,25,120,100.0,562.8909466317147,10.190319037007018,364.2110114977638,2.7232189293617854,0.04,0
900,80,30,110,99.99697804000742,547.1071477448365,9.48559480676926,367.20538470338664,2.7140771764254423,0.008,0
1050,120,15,120,99.36287671121723,557.0083112840533,9.68901985758135,357.56692692982244,2.633631887598101,0.008,0
1200,120,30,120,100.0,568.2261028440691,10.021483706779064,360.7589880179987,2.7690463527615456,0.04,0
1150,110,30,90,99.91202063626999,552.9640921870174,9.876679278501559,355.78111148976603,2.888256597141543,0.008,0
950,90,30,80,99.97416902732478,571.4016762386912,10.15236787075856,350.5061288402892,2.658354952058804,0.008,0
800,110,15,90,99.25980815956878,536.0807772086239,9.40580519929598,352.8942919682773,2.5046343131452935,0.008,0
950,90,30,120,100.0,536.6158507047219,10.029373135904136,371.7204792738546,2.7409212910730956,0.0381082318399958,0
1000,90,20,100,99.63942189374008,516.667269204756,9.910871489037257,360.30510943522,2.7367483273678586,0.04,0
1100,120,25,120,99.96573448906906,566.3803829499651,9.726971334585592,351.8637699599904,2.6132521308834042,0.010542909746491682,0
1000,90,20,90,99.83456164443861,550.8022043808625,9.734257180450928,349.49297399096395,2.676095311571234,0.008,0
900,90,20,100,99.79234044602332,527.3406319135206,9.430864964183087,354.88945613498083,2.7088221404015393,0.036426584206304576,0
800,90,10,120,99.24680245215892,515.7847547486948,9.224493202647958,340.60137131692227,2.4682695725102692,0.008,0
1100,80,25,120,99.97315896238729,562.836095431852,10.14477108684819,364.1760764479362,2.69090095379638,0.008,0
1050,90,30,90,100.0,570.8997293499259,9.930493464723398,356.0989890575898,2.7270266681946027,0.029101365746881814,0
1050,120,10,80,99.06653371430009,521.906927421014,9.658550557952296,341.6330468823789,2.6328531283428136,0.04,0
800,100,25,90,99.67729551810942,557.0043721499305,9.936395408154006,357.9988424353429,2.4697174534261017,0.04,0
850,110,30,110,99.99859283620947,564.030006405588,10.071965849155632,360.3871253389394,2.7107059937662568,0.04,0
800,80,20,100,99.58239441166108,567.5961039663059,9.245867617524507,352.1043841495262,2.621036731187395,0.04,0
1000,110,30,110,100.0,554.7092902137331,10.163960811904037,356.277274582305,2.7601649610216277,0.008,0
1000,80,25,80,99.8573242163691,517.6953986248042,9.840400361776931,342.0640557076393,2.5674060775103653,0.008,0
1200,120,20,110,99.97754288021511,530.6668166371499,10.036604529930257,342.96677406028596,2.6478461245309877,0.04,0
1100,80,20,100,99.89042141762026,516.0732036097978,9.5731443600309,354.1875100630549,2.764195904608142,0.027913193169145048,0
1000,100,10,90,99.50693521673513,559.8584256359346,9.569819359543967,344.85228604296213,2.4741457598978434,0.02130368398378536,0
850,110,30,110,100.0,563.9361092204634,10.002530862004605,360.44039706395074,2.6681136820412537,0.04,0
1100,90,10,80,99.34230579813182,517.7085807869049,9.73920900915261,350.9145031351717,2.481505491632813,0.03906835754324264,0
800,80,30,120,99.98235405180526,525.1159302530828,9.791863627792106,363.319837025571,2.753823860543628,0.03869577765533955,0
950,90,15,90,99.42600667585552,536.667404537608,9.583360618988987,343.91181360510643,2.739746776043776,0.04,0
900,80,10,80,99.12306548157927,530.7655419979293,9.819410729608471,359.6852394416571,2.531942428266644,0.02683870608486507,0
900,110,20,110,99.7496161242354,549.7716974018429,9.803064835148335,351.35583257844837,2.6834727318316225,0.008,0
1050,110,10,100,99.28679388817159,545.0627887863621,9.334967186122714,344.975767664167,2.595140118292273,0.04,0
800,120,30,110,99.97399580109331,532.5188105154831,9.34461561955965,353.2264994151319,2.884672281574665,0.009436811649765616,0
1050,120,15,110,99.67840537800927,571.944444404473,9.877176595113475,353.74959588038894,2.615875938068694,0.04,0
1200,100,15,90,99.81605224428354,565.6148492502158,9.598505444700143,352.2542747811412,2.587643637392195,0.04,0
800,100,10,90,98.51165322228955,521.1154088231835,9.01759331674494,340.8175007974753,2.4579011091882044,0.04,0
1000,100,10,110,98.94983743030714,516.2035604476424,9.914492121085486,338.34445200533884,2.49333457236977,0.04,0
1200,110,10,110,99.57651136867473,531.5287731890675,9.960477503184148,344.2004568960193,2.5415249413998273,0.04,0
1100,110,10,120,99.52151418678632,529.8392577301115,9.535884403958272,349.08950433774,2.5694864032597304,0.008,0
950,90,10,80,99.5912291702926,550.6404946746552,9.88420564997444,355.57041654690437,2.4758099480148745,0.008,0
1000,80,25,80,100.0,517.5785928600504,9.748181619595169,342.1331429328422,2.6103897169044252,0.04,0
1000,100,10,110,98.8997615237002,516.1323016860864,9.959697460408865,338.38606375050006,2.5533648499837915,0.008,0
1200,100,30,90,99.95008598851912,589.4327960169045,9.93635221243727,356.1761776848612,2.7698681766087243,0.04,0
1200,90,15,80,100.0,566.6346201164125,10.146283257530131,354.27566154766686,2.6022417868806844,0.008,0
800,100,10,90,98.48832784319714,521.0619454500883,9.026525766824461,340.69888006772715,2.4660485730072828,0.02844122888532368,0
1050,120,10,80,99.10920318485027,521.833928094436,9.67487785555955,341.60342335423877,2.72432490820157,0.04,0
1000,110,25,100,100.0,542.2875726178895,9.933524561079448,361.9628822544969,2.6567908994128624,0.008,0
1100,100,20,110,99.8693361225403,568.2676765381718,9.453377322363634,344.5949865544682,2.604816191394098,0.035314533922990395,0
800,110,30,120,100.0,520.644705790492,9.457011535417836,349.1214345919544,2.8145612897783217,0.02143706445973353,0
1100,110,20,110,99.82298831060162,560.2036585878568,9.710361277665445,359.7447507899739,2.670486659672223,0.04,0
1000,100,15,80,99.31506301608808,509.9774715232877,9.63943697636767,347.2174578932482,2.6928763918303793,0.04,0
900,120,30,120,99.9786681025559,558.6952819918204,9.579054683838859,366.10105360087766,2.692636328066956,0.019740313435356434,0
1050,120,15,80,99.77199900744402,533.7526685130572,9.573057611226977,347.94512122816593,2.558623720832052,0.04,0
1050,120,15,110,99.75526124892416,571.8655474450098,9.871870637356603,353.6742985314122,2.7544772958712627,0.008,0
800,90,20,120,99.58246919707162,554.8107011793068,9.62740867083125,342.97568803187573,2.5650037138926383,0.008,0
1150,100,10,120,99.79991311018233,554.9152125893437,9.760608237947947,349.0570530975361,2.6469954288612736,0.008,0
800,110,30,80,99.94588466406336,537.6626579466113,10.095458137273898,348.8787382337708,2.610975929567309,0.04,0
800,100,15,100,99.6801385746773,567.8778033273699,9.592125008388482,344.04785213376005,2.3970604554970887,0.008,0
800,110,30,80,99.99038531652609,537.5214371675011,10.12983727004358,348.9150196895604,2.600296468305158,0.04,0
1200,100,30,90,100.0,589.449730025265,9.861037658918784,356.04068105268635,2.7610239161023906,0.04,0
800,100,10,90,98.46818202945796,521.0957759750552,9.01779938490315,340.6668874713556,2.42136046688599,0.04,0
